Company,Location_HQ,Industry,Laid_Off_Count,Date,Source,Funds_Raised,Stage,Date_Added,Country,Percentage,List_of_Employees_Laid_Off
XP,Sao Paulo,Finance,,2023-01-17,https://braziljournal.com/xp-cortes-podem-chegar-a-10-da-empresa/,,Post-IPO,2023-01-27 14:20:31,Brazil,,Unknown
PagBank,Sao Paulo,Finance,500,2023-01-16,"https://www.terra.com.br/amp/economia/dinheiro-em-dia/meu-negocio/pagbank-faz-sua-onda-de-layoffs-e-demite-7-do-quadro,718b40b34ae12981e16f3f1a17a25359dzxawknq.html",,Post-IPO,2023-01-17 04:25:44,Brazil,0.07,Unknown
ShareChat,Bengaluru,Consumer,500,2023-01-16,https://inc42.com/buzz/sharechat-moj-parent-fires-500-employees/,1700.0,Series H,2023-01-16 16:31:38,India,0.2,Unknown
Gramophone,Indore,Food,75,2023-01-16,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/layoffs-spread-to-dunzo-sharechat-rebel-foods-and-agri-tech-firms/articleshow/97016331.cms?from=mdr,17.0,Series B,2023-01-16 16:47:29,India,,Unknown
ClearCo,Toronto,Finance,50,2023-01-16,https://betakit.com/michele-romanow-clearco-ceo-layoffs/,698.0,Series C,2023-01-16 16:50:29,Canada,0.3,Unknown
Dunzo,Bengaluru,Food,,2023-01-16,https://yourstory.com/2023/01/grocery-delivery-startup-dunzo-laid-off-3-of-its-workforce,382.0,Unknown,2023-01-16 16:34:37,India,0.03,Unknown
Ignition,Sydney,Finance,,2023-01-16,https://www.linkedin.com/posts/activity-7020865045949534208-BYRD/,74.0,Series C,2023-01-17 04:23:54,Australia,0.1,Unknown
Rebel Foods,Mumbai,Food,,2023-01-16,https://yourstory.com/2023/01/cloud-kitchen-startup-rebel-foods-layoff-employees-workforce,548.0,Unknown,2023-01-16 16:43:06,India,0.02,Unknown
Captain Fresh ,Bengaluru,Food,120,2023-01-15,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/layoffs-spread-to-dunzo-sharechat-rebel-foods-and-agri-tech-firms/articleshow/97016331.cms?from=mdr,126.0,Series C,2023-01-16 16:48:16,India,,Unknown
Snappy,New York City,Marketing,100,2023-01-15,https://www.calcalistech.com/ctechnews/article/byyrkbzso,104.0,Series C,2023-01-19 04:15:05,United States,0.3,Unknown
BharatAgri,Mumbai,Food,40,2023-01-15,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/layoffs-spread-to-dunzo-sharechat-rebel-foods-and-agri-tech-firms/articleshow/97016331.cms?from=mdr,21.0,Series A,2023-01-16 16:49:09,India,0.43,Unknown
DeHaat,Patna,Food,,2023-01-15,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/layoffs-spread-to-dunzo-sharechat-rebel-foods-and-agri-tech-firms/articleshow/97016331.cms?from=mdr,254.0,Series E,2023-01-16 16:45:44,India,0.05,Unknown
Black Shark,Shenzen,Hardware,900,2023-01-13,https://www.scmp.com/tech/tech-trends/article/3206586/china-gaming-phone-maker-black-shark-lays-hundreds-workers-and-fails-pay-full-severance-according,,Unknown,2023-01-23 16:49:54,China,,Unknown
Ola,Bengaluru,Transportation,200,2023-01-13,https://www.businesstoday.in/latest/corporate/story/ola-fires-200-people-in-fresh-round-of-layoffs-360051-2023-01-13,5000.0,Series J,2023-01-13 14:50:08,India,,Unknown
Bonterra ,Austin,Other,140,2023-01-13,https://www.thenonprofittimes.com/npt_articles/bonterra-lays-off-10-of-staff/,,Unknown,2023-01-17 16:48:51,United States,0.1,Unknown
Vial,SF Bay Area,Healthcare,40,2023-01-13,https://www.businessinsider.com/healthtech-startup-vial-layoffs-general-catalyst-2023-1,101.0,Series B,2023-01-14 17:23:14,United States,,Unknown
Arch Oncology,Brisbane,Healthcare,,2023-01-13,https://endpts.com/scoop-roche-backed-startup-gives-up-on-cd47-as-ceo-most-employees-leave/,155.0,Series C,2023-01-14 17:25:45,United States,1.0,Unknown
Carvana,Phoenix,Transportation,,2023-01-13,https://www.wsj.com/articles/carvana-cuts-workers-amid-slowing-sales-and-debt-squeeze-11673568956,1600.0,Post-IPO,2023-01-14 17:29:12,United States,,Unknown
CoSchedule,Bismarck,Marketing,,2023-01-13,https://www.inforum.com/business/dubbed-the-fastest-growing-startup-in-north-dakota-coschedule-in-fargo-lays-off-staff,2.0,Unknown,2023-01-14 17:26:28,United States,,Unknown
GoCanvas,Washington D.C.,Other,,2023-01-13,https://www.linkedin.com/posts/viyas_folks-this-week-gocanvas-had-to-let-go-of-activity-7019738503152291840-GaBp/,21.0,Acquired,2023-01-18 02:11:11,United States,,Unknown
Jellyfish,Boston,Product,,2023-01-13,https://www.bizjournals.com/boston/inno/stories/news/2023/01/13/jellyfish-cuts-9-of-workforce.html,114.0,Series C,2023-01-14 17:33:26,United States,0.09,Unknown
Lending Club,SF Bay Area,Finance,225,2023-01-12,https://www.bloomberg.com/news/articles/2023-01-12/lendingclub-to-cut-14-of-workers-take-charges-of-5-7-million,392.0,Post-IPO,2023-01-12 22:55:07,United States,0.14,Unknown
SmartNews,Tokyo,Media,120,2023-01-12,https://techcrunch.com/2023/01/12/news-aggregator-smartnews-lays-off-40-of-non-japan-staff-with-further-reductions-planned-in-japan/,410.0,Series F,2023-01-13 03:34:59,United States,0.4,Unknown
Skit.ai,Bengaluru,Support,115,2023-01-12,https://inc42.com/buzz/exclusive-westbridge-capital-backed-saas-startup-skit-ai-lays-off-115-employees/,28.0,Series B,2023-01-14 17:24:13,India,,Unknown
Pier,Sao Paulo,Finance,111,2023-01-12,https://startups.com.br/noticias/insurtech-pier-demite-cerca-de-39-da-forca-de-trabalho/,42.0,Series B,2023-01-12 17:14:00,Brazil,0.39,Unknown
Blockchain.com,London,Crypto,110,2023-01-12,https://www.coindesk.com/business/2023/01/12/crypto-brokerage-blockchaincom-lays-off-28-of-workforce-as-industrys-cruel-winter-continues/,490.0,Series D,2023-01-12 16:22:30,United Kingdom,0.28,Unknown
Lattice,SF Bay Area,HR,105,2023-01-12,https://lattice.com/blog/ceo-jack-altmans-email-to-lattice-employees,328.0,Series F,2023-01-12 17:35:24,United States,0.15,Unknown
Greenlight,Atlanta,Finance,104,2023-01-12,https://techcrunch.com/2023/01/12/greenlight-fintech-layoff/,556.0,Series D,2023-01-12 22:53:32,United States,0.21,Unknown
Cashfree Payments,Bengaluru,Finance,100,2023-01-12,https://economictimes.indiatimes.com/tech/startups/online-payments-firm-cashfree-lays-off-150-employees-to-cut-costs/articleshow/96938789.cms,41.0,Series B,2023-01-12 16:21:29,India,,Unknown
Mapbox,Washington D.C.,Data,64,2023-01-12,https://twitter.com/MapboxUnion/status/1616127786514796547,334.0,Unknown,2023-01-20 01:12:08,United States,,Unknown
Definitive Healthcare,Boston,Healthcare,55,2023-01-12,https://www.cmlviz.com/stocks/DH/news/b/2023/01/12/definitive-healthcare-to-cut-current-workforce-by-about-55-people,,Post-IPO,2023-01-13 01:55:52,United States,0.06,Unknown
Akili Labs,Boston,Healthcare,46,2023-01-12,https://bhbusiness.com/2023/01/12/digital-therapeutics-startup-akili-plans-to-lay-off-30-of-staff/,301.0,Post-IPO,2023-01-14 17:24:55,United States,0.3,Unknown
Career Karma,SF Bay Area,Education,22,2023-01-12,https://techcrunch.com/2023/01/12/career-karma-conducts-another-round-of-layoffs-extends-runway-to-five-years/,51.0,Series B,2023-01-12 18:35:04,United States,,Unknown
Crypto.com,Singapore,Crypto,,2023-01-12,https://www.coindesk.com/business/2023/01/13/cryptocom-cuts-workforce-by-nearly-20/,,Unknown,2023-01-13 14:48:33,United States,0.2,Unknown
Life360,SF Bay Area,Consumer,,2023-01-12,https://investors.life360.com/DownloadFile.axd?file=/Report/ComNews/20230113/02620821.pdf,158.0,Post-IPO,2023-01-13 03:33:49,United States,0.14,Unknown
Rock Content,Miami,Marketing,,2023-01-12,"https://www.terra.com.br/economia/dinheiro-em-dia/meu-negocio/rock-content-comeca-o-ano-com-ajuste-interno-e-demite-15,f8bac592266affb0ec1f95b13e77706fpeo1jjq5.html",34.0,Series B,2023-01-12 16:23:12,United States,0.15,Unknown
Flexport,SF Bay Area,Logistics,640,2023-01-11,https://www.cnbc.com/2023/01/11/flexport-to-lay-off-20percent-of-its-global-workforce.html,2400.0,Series E,2023-01-11 17:30:13,United States,0.2,Unknown
Qualtrics,Salt Lake City,Other,270,2023-01-11,https://www.marketwatch.com/story/qualtrics-to-shave-about-270-jobs-or-less-than-5-of-workforce-2023-01-11,400.0,Post-IPO,2023-01-12 15:18:44,United States,0.05,Unknown
Verily,SF Bay Area,Healthcare,250,2023-01-11,https://www.theinformation.com/articles/alphabets-verily-lays-off-staff,3500.0,Unknown,2023-01-11 21:24:09,United States,0.15,Unknown
Tipalti,SF Bay Area,Finance,123,2023-01-11,https://www.calcalistech.com/ctechnews/article/bjj82m39i,565.0,Series F,2023-01-12 00:53:58,United States,0.11,Unknown
Jumio,SF Bay Area,Security,100,2023-01-11,https://www.biometricupdate.com/202301/jumio-downsizes-as-identity-verification-providers-respond-to-economic-climate,205.0,Private Equity,2023-01-12 16:19:35,United States,0.06,Unknown
CoinDCX,Mumbai,Crypto,80,2023-01-11,https://www.moneycontrol.com/news/business/startup/coindcx-starts-restructuring-business-units-lays-off-employees-9848661.html,244.0,Series D,2023-01-12 15:36:04,India,,Unknown
HashiCorp,SF Bay Area,Security,69,2023-01-11,https://www.linkedin.com/news/story/former-citrix-employees-react-to-cuts-6133826/,349.0,Post-IPO,2023-01-12 15:41:41,United States,,Unknown
Embark Vet,Boston,Healthcare,41,2023-01-11,https://www.linkedin.com/feed/update/urn:li:activity:7018765914254778368/,94.0,Series B,2023-01-12 15:42:46,United States,,Unknown
Intrinsic,SF Bay Area,Other,40,2023-01-11,https://www.theinformation.com/articles/alphabet-job-cuts-widen-to-robotics-subsidiary,,Acquired,2023-01-12 15:03:14,United States,0.2,Unknown
Citizen,New York City,Consumer,33,2023-01-11,https://techcrunch.com/2023/01/12/crime-reporting-app-citizen-lays-off-33-employees/,133.0,Series C,2023-01-12 22:54:03,United States,,Unknown
Carta,SF Bay Area,HR,,2023-01-11,https://techcrunch.com/2023/01/11/carta-lays-off-10-as-cto-lawsuit-looms/,1100.0,Series G,2023-01-11 17:30:51,United States,0.1,Unknown
Limeade,Seattle,HR,,2023-01-11,https://www.geekwire.com/2023/employee-experience-company-limeade-laying-off-15-of-workforce-cfo-to-resign/,33.0,Series C,2023-01-12 15:16:36,United States,0.15,Unknown
Oyster,Charlotte,HR,,2023-01-11,https://oysterhr.notion.site/oysterhr/A-letter-from-Oyster-s-CEO-Tony-Jamous-43b7218897904211bf1486e314056d4e,224.0,Series C,2023-01-11 17:32:00,United States,,Unknown
Paddle,London,Finance,,2023-01-11,https://www.linkedin.com/feed/update/urn:li:activity:7018888417195237376/,293.0,Series D,2023-01-12 00:53:17,United Kingdom,0.08,Unknown
Coinbase,SF Bay Area,Crypto,950,2023-01-10,https://www.cnbc.com/2023/01/10/coinbase-to-slash-20percent-of-workforce-in-second-major-round-of-job-cuts.html,549.0,Post-IPO,2023-01-10 14:52:00,United States,0.2,Unknown
Informatica,SF Bay Area,Data,450,2023-01-10,https://www.channelfutures.com/business-models/informatica-layoffs-to-slash-7-of-workforce-cfo-stepping-down,,Post-IPO,2023-01-10 23:49:16,United States,0.07,Unknown
Blend,SF Bay Area,Finance,340,2023-01-10,https://www.inman.com/2023/01/10/blend-cuts-nearly-30-of-workforce-in-blistering-4th-round-of-layoffs/,665.0,Post-IPO,2023-01-10 23:52:38,United States,0.28,Unknown
Till Payments,Sydney,Finance,120,2023-01-10,https://www.afr.com/technology/till-payments-makes-120-staff-redundant-shakes-up-board-20230110-p5cbj3,95.0,Series C,2023-01-11 00:56:24,Australia,,Unknown
ConsenSys,New York City,Crypto,100,2023-01-10,https://www.coindesk.com/business/2023/01/10/ethereum-software-firm-consensys-to-cut-upwards-of-100-staff-as-crypto-bear-market-takes-another-casualty/,726.0,Series D,2023-01-10 23:53:20,United States,0.11,Unknown
ForeScout,Tel Aviv,Security,100,2023-01-10,https://www.calcalistech.com/ctechnews/article/hkyo39k9o,125.0,Acquired,2023-01-10 16:42:48,United States,0.1,Unknown
Thinkific,Vancouver,Education,76,2023-01-10,https://betakit.com/thinkific-makes-more-layoffs-as-part-of-push-towards-profitability/,22.0,Post-IPO,2023-01-10 23:54:32,Canada,0.19,Unknown
LEAD,Mumbai,Education,60,2023-01-10,https://inc42.com/buzz/exclusive-edtech-unicorn-lead-lays-off-60-employees-from-product-tech-teams/,190.0,Series E,2023-01-11 04:34:20,India,,Unknown
Parler,Nashville,Consumer,60,2023-01-10,https://www.theverge.com/2023/1/10/23549198/parler-parlement-technologies-layoffs-gettr-george-farmer-candace-owens,36.0,Series B,2023-01-11 00:59:39,United States,0.75,Unknown
GoBolt,Toronto,Logistics,55,2023-01-10,https://betakit.com/gobolt-lays-off-five-percent-of-staff-shortly-after-75-million-raise-citing-worsening-consumer-demand/,178.0,Series C,2023-01-11 00:57:48,Canada,0.05,Unknown
Relevel,Bengaluru,HR,40,2023-01-10,https://inc42.com/buzz/unacademy-owned-relevel-to-layoff-40-employees-as-focus-shifts-to-test-product-business/,,Unknown,2023-01-12 15:20:19,India,0.2,Unknown
StreamElements,Tel Aviv,Media,40,2023-01-10,https://www.calcalistech.com/ctechnews/article/hjvdymj5o,111.0,Series B,2023-01-11 00:59:03,Israel,0.2,Unknown
Cart.com,Austin,Retail,25,2023-01-10,https://www.theinformation.com/briefings/cart-com-cuts-more-corporate-staff,383.0,Unknown,2023-11-16 22:09:02,United States,0.04,Unknown
100 Thieves,Los Angeles,Retail,,2023-01-10,https://www.dexerto.com/esports/100-thieves-hit-with-another-round-of-layoffs-as-org-drops-multiple-key-staff-2029435/,120.0,Series C,2023-01-12 15:23:23,United States,,Unknown
Beamery,London,HR,,2023-01-10,https://tech.eu/2023/01/11/beamery-layoffs,223.0,Series D,2023-01-11 17:33:20,United States,0.12,Unknown
Cart.com,Austin,Retail,,2023-01-10,https://www.bizjournals.com/austin/inno/stories/news/2023/01/10/layoffs-at-cartcom.html?utm_source=st&utm_medium=en&utm_campaign=inno&ana=e_n&utm_content=au,383.0,Unknown,2023-01-11 00:55:42,United States,,Unknown
Citrix,Miami,Infrastructure,,2023-01-10,https://techcrunch.com/2023/01/11/company-created-by-citrix-tibco-merger-confirms-it-has-laid-off-15-of-staff/,20.0,Acquired,2023-01-11 01:01:23,United States,0.15,Unknown
Esper,Seattle,Other,,2023-01-10,https://www.geekwire.com/2023/esper-lays-off-21-of-workforce-due-to-unpredictable-business-environment-in-2023/,10.0,Series A,2023-01-12 15:06:42,United States,0.21,Unknown
WHOOP,Boston,Fitness,,2023-01-10,https://www.businessinsider.com/whoop-layoffs-wearables-startup-enterprise-sales-unit-2023-1?IR=T,404.0,Series F,2023-01-12 15:04:34,United States,0.04,Unknown
Fate Therapeutics,San Diego,Healthcare,315,2023-01-09,"https://www.sandiegouniontribune.com/business/story/2023-01-09/san-diegos-fate-therapeutics-lays-off-315-employees-more-than-half-of-its-workforce#:~:text=Fate%20Therapeutics%2C%20a%20San%20Diego,collaboration%20agreement%20with%20Janssen%20Biotech",1200.0,Post-IPO,2023-01-13 01:56:40,United States,0.5700000000000001,Unknown
Century Therapeutics,Philadelphia,Healthcare,,2023-01-09,https://www.bizjournals.com/philadelphia/news/2023/01/09/century-therapeutics-jobs-cell-therapy-cancer.amp.html,560.0,Post-IPO,2023-01-20 01:27:03,United States,,Unknown
Editas Medicine,Boston,Healthcare,,2023-01-09,https://endpts.com/editas-edits-pipeline-lays-off-20-and-says-bye-to-cso-to-kick-off-jpm23/,656.0,Post-IPO,2023-01-20 01:26:24,United States,0.2,Unknown
Scale AI,SF Bay Area,Data,,2023-01-09,https://scale.com/blog/company-update,602.0,Series E,2023-01-09 23:55:53,United States,0.2,Unknown
Minute Media,London,Media,50,2023-01-08,https://www.calcalistech.com/ctechnews/article/bjoxf00d5i,160.0,Series I,2023-01-09 05:15:44,United Kingdom,0.1,Unknown
WalkMe,SF Bay Area,Other,43,2023-01-08,https://www.calcalistech.com/ctechnews/article/bkzauhoqo,307.0,Post-IPO,2023-01-09 05:14:34,United States,0.03,Unknown
Integrate,Phoenix,Marketing,,2023-01-07,https://www.linkedin.com/posts/jeremybloom11_last-week-we-restructured-our-global-team-activity-7018226191639740416-sFUv/,80.0,Acquired,2023-03-21 23:30:50,United States,,Unknown
Huobi,Beijing,Crypto,275,2023-01-06,https://www.reuters.com/technology/crypto-exchange-huobi-lay-off-20-staff-justin-sun-2023-01-06/,2.0,Unknown,2023-01-06 23:12:54,China,0.2,Unknown
Carbon Health,SF Bay Area,Healthcare,200,2023-01-06,https://twitter.com/erenbali/status/1611488895866408960,522.0,Series D,2023-01-07 01:40:01,United States,,Unknown
Bounce,Bengaluru,Transportation,40,2023-01-06,https://www.moneycontrol.com/news/business/announcements/sequoia-backed-bounce-lays-off-5-of-staff-to-cut-costs-9822961.html,214.0,Series D,2023-01-09 05:03:51,India,0.05,Unknown
Aware,Columbus,Security,,2023-01-06,https://www.bizjournals.com/columbus/inno/stories/news/2023/01/06/cybersecurity-startup-aware-job-cuts.html?utm_source=st&utm_medium=en&utm_campaign=EX&utm_content=co&ana=e_co_EX&j=30175273&senddate=2023-01-06,88.0,Series C,2023-01-06 23:18:41,United States,,Unknown
CareerArc,Los Angeles,HR,,2023-01-06,https://www.linkedin.com/posts/careerarc_today-was-a-tough-day-some-very-smart-talented-activity-7017267218212155392-gNaV/,30.0,Private Equity,2023-01-09 05:03:17,United States,,Unknown
CreateMe,SF Bay Area,Manufacturing,,2023-01-06,https://www.bizjournals.com/sanfrancisco/news/2023/01/06/layoffs-createme-clothing-manufacturing-newark-sf.html,,Unknown,2023-01-09 05:09:07,United States,,Unknown
Lantern,Grand Rapids,Retail,,2023-01-06,https://www.linkedin.com/posts/meredith-mahoney_yesterday-we-announced-that-were-winding-activity-7016805236086341632-UwEq/,40.0,Seed,2023-01-12 15:40:31,United States,1.0,Unknown
Mojo Vision,SF Bay Area,Hardware,,2023-01-06,https://techcrunch.com/2023/01/06/mojo-vision-puts-contact-lens-production-on-hold-as-it-lays-off-75-of-staff/,204.0,Series B,2023-01-06 23:05:25,United States,0.75,Unknown
SuperRare,Wilmington,Crypto,,2023-01-06,https://techcrunch.com/2023/01/06/nft-marketplace-superrare-cuts-30-of-staff/,9.0,Series A,2023-01-06 23:06:10,United States,0.3,Unknown
Cue,San Diego,Healthcare,388,2023-01-05,https://www.360dx.com/business-news/cue-health-lay-388-people-cost-reduction-plan#.Y7iqquzMK8A,999.0,Post-IPO,2023-01-06 23:12:01,United States,,Unknown
SoundHound,SF Bay Area,Other,200,2023-01-05,https://gizmodo.com/soundhound-lays-off-half-employees-pitiful-severance-1849987534,326.0,Post-IPO,2023-01-05 20:21:09,United States,0.5,Unknown
Socure,Reno,Finance,104,2023-01-05,https://www.biometricupdate.com/202301/socure-slashes-workforce,646.0,Series E,2023-01-06 01:48:12,United States,0.19,Unknown
Genesis,New York City,Crypto,60,2023-01-05,https://www.cnbc.com/2023/01/05/crypto-lender-genesis-trading-lays-off-30percent-of-workforce.html,,Series A,2023-01-05 20:18:46,United States,0.3,Unknown
Moglix,Singapore,Retail,40,2023-01-05,https://inc42.com/buzz/b2b-ecommerce-unicorn-moglix-layoff-spree-fires-40-employees/,472.0,Series F,2023-01-06 01:37:44,Singapore,0.02,Unknown
Twitter,SF Bay Area,Consumer,40,2023-01-05,https://www.theinformation.com/articles/musk-lays-off-twitter-engineers-working-on-advertising-as-ad-revenue-shrinks,12900.0,Post-IPO,2023-01-06 23:15:33,United States,,Unknown
Everlane,SF Bay Area,Retail,30,2023-01-05,https://www.theinformation.com/articles/everlane-slashes-17-of-corporate-employees,176.0,Unknown,2023-01-06 05:31:09,United States,0.17,Unknown
Pecan AI,Tel Aviv,Data,30,2023-01-05,https://www.calcalistech.com/ctechnews/article/hkrgrqvqo,116.0,Series C,2023-01-09 05:20:44,Israel,0.25,Unknown
Personetics,New York City,Support,30,2023-01-05,https://www.calcalistech.com/ctechnews/article/sjlizvvcs,178.0,Private Equity,2023-01-06 01:33:54,United States,0.08,Unknown
Twine Solutions ,Tel Aviv,Hardware,30,2023-01-05,https://www.calcalistech.com/ctechnews/article/bkniefe5o,50.0,Unknown,2023-01-09 05:20:03,Israel,0.33,Unknown
UpScalio,Gurugram,Retail,25,2023-01-05,https://www.techinasia.com/indiabased-rollup-firm-upscalio-lays-15-staff,62.0,Series B,2023-01-06 01:32:49,India,0.15,Unknown
Attentive,New York City,Marketing,,2023-01-05,https://www.modernretail.co/operations/layoffs-hit-the-e-commerce-space-attentive-lays-off-15-of-staff/,863.0,Series E,2023-01-06 23:20:02,United States,0.15,Unknown
Compass,New York City,Real Estate,,2023-01-05,https://www.bloomberg.com/news/articles/2023-01-05/compass-is-eliminating-more-jobs-as-us-housing-market-slows?sref=NpFHg3Ue,1600.0,Post-IPO,2023-01-05 16:47:39,United States,,Unknown
Megaport,Brisbane,Infrastructure,,2023-01-05,https://www.afr.com/technology/megaport-lays-off-35-staff-losses-narrow-20220809-p5b8bz,98.0,Post-IPO,2023-01-06 01:38:47,Australia,,Unknown
Stitch Fix,SF Bay Area,Retail,,2023-01-05,https://www.cnbc.com/2023/01/05/stitchfix-ceo-steps-down-20percent-of-salaried-workforce-to-be-cut.html,79.0,Post-IPO,2023-01-05 16:46:07,United States,0.2,Unknown
TCR2,Boston,Healthcare,,2023-01-05,https://www.cmlviz.com/stocks/TCRR/news/b/2023/01/05/tcr2-therapeutics-to-be-streamlined-with-about-40-reduction-in-workforce,173.0,Post-IPO,2023-01-06 01:49:44,United States,0.4,Unknown
Amazon,Seattle,Retail,8000,2023-01-04,https://www.wsj.com/articles/amazon-to-lay-off-over-17-000-workers-more-than-first-planned-11672874304,108.0,Post-IPO,2023-01-05 04:17:11,United States,0.02,Unknown
Salesforce,SF Bay Area,Sales,8000,2023-01-04,https://www.nytimes.com/2023/01/04/business/salesforce-layoffs.html,65.0,Post-IPO,2023-01-04 15:39:44,United States,0.1,Unknown
Astronomer,Cincinnati,Data,76,2023-01-04,https://www.astronomer.io/blog/astronomer-update/,282.0,Series C,2023-01-06 23:16:20,United States,0.2,Unknown
Kaltura,New York City,Media,75,2023-01-04,https://en.globes.co.il/en/article-kaltura-announces-second-round-of-layoffs-1001434620,166.0,Post-IPO,2023-01-06 01:41:17,United States,0.11,Unknown
Augury,New York City,Manufacturing,20,2023-01-04,https://www.calcalistech.com/ctechnews/article/skiu0xx9j,274.0,Series E,2023-01-09 05:13:01,United States,0.05,Unknown
Butterfly Network,Boston,Healthcare,,2023-01-04,https://www.marketscreener.com/quote/stock/BUTTERFLY-NETWORK-INC-119073390/news/BUTTERFLY-NETWORK-INC-Costs-Associated-with-Exit-or-Disposal-Activities-form-8-K-42714240/,530.0,Post-IPO,2023-01-18 19:57:40,United States,0.25,Unknown
Vimeo,New York City,Consumer,,2023-01-04,https://vimeo.com/blog/post/a-message-from-vimeos-ceo-jan-2023/,450.0,Post-IPO,2023-01-04 16:13:15,United States,0.11,Unknown
Wyre,SF Bay Area,Crypto,,2023-01-04,https://blockworks.co/news/from-1-5-billion-to-0-crypto-payments-platform-wyre-shuts-down,29.0,Unknown,2023-01-06 01:39:44,United States,1.0,Unknown
Pegasystems,Boston,HR,245,2023-01-03,https://www.bizjournals.com/boston/news/2023/01/03/pegasystems-to-cut-4-of-its-workforce.html,,Post-IPO,2023-01-04 16:12:25,United States,0.04,Unknown
Uniphore,SF Bay Area,Support,76,2023-01-03,https://startup.outlookindia.com/unicorns/exclusive-uniphore-technologies-lays-off-10-of-global-workforce-news-7039,620.0,Series E,2023-01-06 01:43:54,United States,0.1,Unknown
Harappa,New Delhi,Education,60,2023-01-03,https://www.businesstoday.in/latest/corporate/story/exclusive-upgrad-owned-edtech-start-up-harappa-lays-off-30-of-its-workforce-358723-2023-01-03,,Acquired,2023-01-04 16:00:29,India,0.3,Unknown
Bytedance,Shanghai,Consumer,,2023-01-03,https://pandaily.com/bytedance-initiates-layoffs-for-10-of-staff/,9400.0,Unknown,2023-01-04 16:08:06,China,0.1,Unknown
Amdocs,St. Louis,Support,700,2023-01-02,https://www.calcalistech.com/ctechnews/article/bj4shoeco,,Post-IPO,2023-07-07 02:36:39,United States,0.03,Unknown
Micron,Boise,Hardware,4800,2023-01-01,https://www.forbes.com/sites/qai/2023/01/01/tech-layoffs-micron-to-lay-off-10-of-staff-due-to-low-demand-for-chips/?sh=5d303fd41472,50.0,Post-IPO,2023-04-01 02:04:51,United States,0.1,Unknown
Graphcore,Beijing,Hardware,,2023-01-01,https://www.bloomberg.com/news/articles/2023-11-22/nvidia-rival-graphcore-pulls-out-of-china-citing-export-rules#xj4y7vzkg,682.0,Series E,2023-11-23 03:02:24,China,,Unknown
Ezoic,San Diego,Infrastructure,35,2022-12-31,https://www.businessinsider.com/an-adtech-employee-stole-a-9m-payment-sent-by-google-and-used-it-to-buy-gold-2023-4,39.0,Series A,2023-07-21 03:31:40,United States,,Unknown
Gousto,London,Food,,2022-12-31,https://news.sky.com/story/gousto-slashes-jobs-and-curbs-hiring-plans-as-it-delivers-falling-valuation-12818741,675.0,Unknown,2023-03-14 15:47:32,United Kingdom,0.14,Unknown
Mara,Nairobi,Crypto,,2022-12-31,https://techcabal.com/2023/06/06/web3-startup-mara-fires-its-marketing-department-as-it-shifts-focus-from-acquiring-new-users/,23.0,Seed,2023-06-08 17:31:05,Kenya,,Unknown
Bilibili,Shanghai,Media,,2022-12-27,https://technode.com/2022/12/27/bilibili-reportedly-cuts-30-of-staff-across-operations-gaming-and-streaming-units/,3700.0,Post-IPO,2022-12-30 15:59:06,China,0.3,Unknown
Octopus Network,Beau Vallon,Crypto,,2022-12-27,https://heraldsheets.com/cold-crypto-winter-forces-octopus-network-to-lay-off-40-besides-20-pay-cuts-for-retained-workforce/,8.0,Series A,2022-12-30 16:00:19,Seychelles,0.4,Unknown
PayU,Amsterdam,Finance,150,2022-12-26,https://www.livemint.com/companies/news/payu-layoffs-6-of-its-workforce-150-employees-lose-jobs-report-11672035519752.html,,Acquired,2022-12-26 23:29:37,Netherlands,0.06,Unknown
Element,London,Other,,2022-12-25,https://news.ycombinator.com/item?id=34129623,96.0,Series B,2023-03-01 00:49:22,United Kingdom,0.15,Unknown
Willow,Sydney,Real Estate,99,2022-12-23,https://www.afr.com/technology/nicholas-moore-chaired-proptech-willow-fires-99-workers-to-curb-costs-20221222-p5c8am,,Unknown,2023-01-09 05:01:05,Australia,0.22,Unknown
Back Market,Paris,Retail,93,2022-12-23,https://sifted.eu/articles/startup-tech-company-layoffs/,1000.0,Series E,2022-12-27 16:33:45,France,0.13,Unknown
Zoopla,London,Real Estate,50,2022-12-23,https://www.linkedin.com/posts/zoopla_its-with-a-heavy-heart-that-we-will-be-saying-activity-7010935780743258113-PG98/,25.0,Series C,2022-12-30 23:25:30,United Kingdom,,Unknown
Qualcomm,San Diego,Hardware,153,2022-12-22,https://www.sandiegouniontribune.com/business/story/2022-12-22/qualcomm-trims-local-workforce-by-153-jobs-as-smartphone-demand-remains-sluggish,,Post-IPO,2023-01-04 16:06:51,United States,,Unknown
TuSimple,San Diego,Transportation,350,2022-12-21,https://techcrunch.com/2022/12/21/self-driving-truck-company-tusimple-to-lay-off-25-of-workforce/,648.0,Post-IPO,2022-12-18 04:12:29,United States,0.25,Unknown
Lendis,Berlin,Other,,2022-12-21,https://www.linkedin.com/posts/s-papadopoulos_today-we-have-to-share-sad-news-we-made-activity-7009106413499080704-u1gl/,90.0,Series A,2022-12-21 17:05:05,Germany,0.5,Unknown
